Description	File	wget command	Dropbox address
Treatment/medication code: ursodeoxycholic acid	20003_1141173328.assoc.tsv.gz	wget https://www.dropbox.com/s/dv4oa6bbfbwuaty/20003_1141173328.assoc.tsv.gz?dl=0 -O 20003_1141173328.assoc.tsv.gz	https://www.dropbox.com/s/dv4oa6bbfbwuaty/20003_1141173328.assoc.tsv.gz?dl=0
Treatment/medication code: prochlorperazine	20003_1140868170.assoc.tsv.gz	wget https://www.dropbox.com/s/libg0f95mxydqns/20003_1140868170.assoc.tsv.gz?dl=0 -O 20003_1140868170.assoc.tsv.gz	https://www.dropbox.com/s/libg0f95mxydqns/20003_1140868170.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: peptic ulcer	20002_1400.assoc.tsv.gz	wget https://www.dropbox.com/s/lq7qbwljeksuvcq/20002_1400.assoc.tsv.gz?dl=0 -O 20002_1400.assoc.tsv.gz	https://www.dropbox.com/s/lq7qbwljeksuvcq/20002_1400.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: U50.9 Inquest Adjourned Death	40001_U509.assoc.tsv.gz	wget https://www.dropbox.com/s/ocyglgk5p0wh7x1/40001_U509.assoc.tsv.gz?dl=0 -O 40001_U509.assoc.tsv.gz	https://www.dropbox.com/s/ocyglgk5p0wh7x1/40001_U509.assoc.tsv.gz?dl=0
Treatment/medication code: hydroxocobalamin	20003_1141173348.assoc.tsv.gz	wget https://www.dropbox.com/s/f84ktk7062xewaq/20003_1141173348.assoc.tsv.gz?dl=0 -O 20003_1141173348.assoc.tsv.gz	https://www.dropbox.com/s/f84ktk7062xewaq/20003_1141173348.assoc.tsv.gz?dl=0
Treatment/medication code: stemetil 5mg tablet	20003_1140868172.assoc.tsv.gz	wget https://www.dropbox.com/s/ek97p88h74xi1y3/20003_1140868172.assoc.tsv.gz?dl=0 -O 20003_1140868172.assoc.tsv.gz	https://www.dropbox.com/s/ek97p88h74xi1y3/20003_1140868172.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: endometriosis	20002_1402.assoc.tsv.gz	wget https://www.dropbox.com/s/qy5tcceq6d5pscb/20002_1402.assoc.tsv.gz?dl=0 -O 20002_1402.assoc.tsv.gz	https://www.dropbox.com/s/qy5tcceq6d5pscb/20002_1402.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: V49.9 Car occupant [any] injured in unspecified traffic accident	40001_V499.assoc.tsv.gz	wget https://www.dropbox.com/s/kbp1rs7zavnmmmk/40001_V499.assoc.tsv.gz?dl=0 -O 40001_V499.assoc.tsv.gz	https://www.dropbox.com/s/kbp1rs7zavnmmmk/40001_V499.assoc.tsv.gz?dl=0
Treatment/medication code: doublebase gel	20003_1141174032.assoc.tsv.gz	wget https://www.dropbox.com/s/lar29a3ygcaqtiu/20003_1141174032.assoc.tsv.gz?dl=0 -O 20003_1141174032.assoc.tsv.gz	https://www.dropbox.com/s/lar29a3ygcaqtiu/20003_1141174032.assoc.tsv.gz?dl=0
Treatment/medication code: buccastem 3mg tablet	20003_1140868192.assoc.tsv.gz	wget https://www.dropbox.com/s/jgxl3hkesc13mw1/20003_1140868192.assoc.tsv.gz?dl=0 -O 20003_1140868192.assoc.tsv.gz	https://www.dropbox.com/s/jgxl3hkesc13mw1/20003_1140868192.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: female infertility	20002_1403.assoc.tsv.gz	wget https://www.dropbox.com/s/u6ewsbwagdj6srn/20002_1403.assoc.tsv.gz?dl=0 -O 20002_1403.assoc.tsv.gz	https://www.dropbox.com/s/u6ewsbwagdj6srn/20002_1403.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: W10.0 Home	40001_W100.assoc.tsv.gz	wget https://www.dropbox.com/s/25ij3645w562h68/40001_W100.assoc.tsv.gz?dl=0 -O 40001_W100.assoc.tsv.gz	https://www.dropbox.com/s/25ij3645w562h68/40001_W100.assoc.tsv.gz?dl=0
Treatment/medication code: solaraze 3% gel	20003_1141174424.assoc.tsv.gz	wget https://www.dropbox.com/s/aaeds9y2ko1xc00/20003_1141174424.assoc.tsv.gz?dl=0 -O 20003_1141174424.assoc.tsv.gz	https://www.dropbox.com/s/aaeds9y2ko1xc00/20003_1141174424.assoc.tsv.gz?dl=0
Treatment/medication code: aspirin	20003_1140868226.assoc.tsv.gz	wget https://www.dropbox.com/s/rhrq9kdwwcrhpwg/20003_1140868226.assoc.tsv.gz?dl=0 -O 20003_1140868226.assoc.tsv.gz	https://www.dropbox.com/s/rhrq9kdwwcrhpwg/20003_1140868226.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: other renal/kidney problem	20002_1405.assoc.tsv.gz	wget https://www.dropbox.com/s/ftlnks1kryurlxn/20002_1405.assoc.tsv.gz?dl=0 -O 20002_1405.assoc.tsv.gz	https://www.dropbox.com/s/ftlnks1kryurlxn/20002_1405.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: W19.0 Home	40001_W190.assoc.tsv.gz	wget https://www.dropbox.com/s/a73y48z0k9uew23/40001_W190.assoc.tsv.gz?dl=0 -O 40001_W190.assoc.tsv.gz	https://www.dropbox.com/s/a73y48z0k9uew23/40001_W190.assoc.tsv.gz?dl=0
Treatment/medication code: reductil 10mg capsule	20003_1141174508.assoc.tsv.gz	wget https://www.dropbox.com/s/qa4ultsjb33smld/20003_1141174508.assoc.tsv.gz?dl=0 -O 20003_1141174508.assoc.tsv.gz	https://www.dropbox.com/s/qa4ultsjb33smld/20003_1141174508.assoc.tsv.gz?dl=0
Treatment/medication code: prednisone	20003_1140868364.assoc.tsv.gz	wget https://www.dropbox.com/s/99h3vt6mw3c2pnv/20003_1140868364.assoc.tsv.gz?dl=0 -O 20003_1140868364.assoc.tsv.gz	https://www.dropbox.com/s/99h3vt6mw3c2pnv/20003_1140868364.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: muscle or soft tissue injuries	20002_1406.assoc.tsv.gz	wget https://www.dropbox.com/s/c2uxi0pdict753a/20002_1406.assoc.tsv.gz?dl=0 -O 20002_1406.assoc.tsv.gz	https://www.dropbox.com/s/c2uxi0pdict753a/20002_1406.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: X42.0 Home	40001_X420.assoc.tsv.gz	wget https://www.dropbox.com/s/ac4bzzwihvugbib/40001_X420.assoc.tsv.gz?dl=0 -O 40001_X420.assoc.tsv.gz	https://www.dropbox.com/s/ac4bzzwihvugbib/40001_X420.assoc.tsv.gz?dl=0
Treatment/medication code: symbicort 100/6 turbohaler	20003_1141174520.assoc.tsv.gz	wget https://www.dropbox.com/s/la3dxg4ztc0z5ty/20003_1141174520.assoc.tsv.gz?dl=0 -O 20003_1141174520.assoc.tsv.gz	https://www.dropbox.com/s/la3dxg4ztc0z5ty/20003_1141174520.assoc.tsv.gz?dl=0
Treatment/medication code: climaval 1mg tablet	20003_1140868372.assoc.tsv.gz	wget https://www.dropbox.com/s/gh1dr2auiux5so0/20003_1140868372.assoc.tsv.gz?dl=0 -O 20003_1140868372.assoc.tsv.gz	https://www.dropbox.com/s/gh1dr2auiux5so0/20003_1140868372.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: burns	20002_1407.assoc.tsv.gz	wget https://www.dropbox.com/s/99jt8liinb7h9z6/20002_1407.assoc.tsv.gz?dl=0 -O 20002_1407.assoc.tsv.gz	https://www.dropbox.com/s/99jt8liinb7h9z6/20002_1407.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: X59.0 Home	40001_X590.assoc.tsv.gz	wget https://www.dropbox.com/s/runxhvno1qtokzk/40001_X590.assoc.tsv.gz?dl=0 -O 40001_X590.assoc.tsv.gz	https://www.dropbox.com/s/runxhvno1qtokzk/40001_X590.assoc.tsv.gz?dl=0
Treatment/medication code: conjugated oestrogens	20003_1140868406.assoc.tsv.gz	wget https://www.dropbox.com/s/3w618z6mz4leosh/20003_1140868406.assoc.tsv.gz?dl=0 -O 20003_1140868406.assoc.tsv.gz	https://www.dropbox.com/s/3w618z6mz4leosh/20003_1140868406.assoc.tsv.gz?dl=0
Treatment/medication code: risedronate sodium	20003_1141175684.assoc.tsv.gz	wget https://www.dropbox.com/s/nkwj7kcxmy2gg73/20003_1141175684.assoc.tsv.gz?dl=0 -O 20003_1141175684.assoc.tsv.gz	https://www.dropbox.com/s/nkwj7kcxmy2gg73/20003_1141175684.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: X59.9 Unspecified place	40001_X599.assoc.tsv.gz	wget https://www.dropbox.com/s/6cc694k4qolaly5/40001_X599.assoc.tsv.gz?dl=0 -O 40001_X599.assoc.tsv.gz	https://www.dropbox.com/s/6cc694k4qolaly5/40001_X599.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: alcohol dependency	20002_1408.assoc.tsv.gz	wget https://www.dropbox.com/s/h0fadbo6zjy9yjf/20002_1408.assoc.tsv.gz?dl=0 -O 20002_1408.assoc.tsv.gz	https://www.dropbox.com/s/h0fadbo6zjy9yjf/20002_1408.assoc.tsv.gz?dl=0
Treatment/medication code: premarin 625micrograms tablet	20003_1140868408.assoc.tsv.gz	wget https://www.dropbox.com/s/y4plrvj2nq5sgvh/20003_1140868408.assoc.tsv.gz?dl=0 -O 20003_1140868408.assoc.tsv.gz	https://www.dropbox.com/s/y4plrvj2nq5sgvh/20003_1140868408.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: X70.0 Home	40001_X700.assoc.tsv.gz	wget https://www.dropbox.com/s/rjuq3rjwtg5gpdy/40001_X700.assoc.tsv.gz?dl=0 -O 40001_X700.assoc.tsv.gz	https://www.dropbox.com/s/rjuq3rjwtg5gpdy/40001_X700.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: bronchitis	20002_1412.assoc.tsv.gz	wget https://www.dropbox.com/s/ytrflt8o9stb4k1/20002_1412.assoc.tsv.gz?dl=0 -O 20002_1412.assoc.tsv.gz	https://www.dropbox.com/s/ytrflt8o9stb4k1/20002_1412.assoc.tsv.gz?dl=0
Treatment/medication code: triamcinolone	20003_1140868426.assoc.tsv.gz	wget https://www.dropbox.com/s/77x9w0534yq6r32/20003_1140868426.assoc.tsv.gz?dl=0 -O 20003_1140868426.assoc.tsv.gz	https://www.dropbox.com/s/77x9w0534yq6r32/20003_1140868426.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: X70.8 Other specified place	40001_X708.assoc.tsv.gz	wget https://www.dropbox.com/s/06pyix965tems5d/40001_X708.assoc.tsv.gz?dl=0 -O 40001_X708.assoc.tsv.gz	https://www.dropbox.com/s/06pyix965tems5d/40001_X708.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: nasal/sinus disorder	20002_1413.assoc.tsv.gz	wget https://www.dropbox.com/s/nnbb08vuxfoyxqc/20002_1413.assoc.tsv.gz?dl=0 -O 20002_1413.assoc.tsv.gz	https://www.dropbox.com/s/nnbb08vuxfoyxqc/20002_1413.assoc.tsv.gz?dl=0
Treatment/medication code: oestradiol product	20003_1140868456.assoc.tsv.gz	wget https://www.dropbox.com/s/oc0gf38c1haciqg/20003_1140868456.assoc.tsv.gz?dl=0 -O 20003_1140868456.assoc.tsv.gz	https://www.dropbox.com/s/oc0gf38c1haciqg/20003_1140868456.assoc.tsv.gz?dl=0
Underlying (primary) cause of death: ICD10: X78.0 Home	40001_X780.assoc.tsv.gz	wget https://www.dropbox.com/s/qr5yrmj7d1lr6oj/40001_X780.assoc.tsv.gz?dl=0 -O 40001_X780.assoc.tsv.gz	https://www.dropbox.com/s/qr5yrmj7d1lr6oj/40001_X780.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: throat or larynx disorder	20002_1414.assoc.tsv.gz	wget https://www.dropbox.com/s/82n25c9wm36s5e1/20002_1414.assoc.tsv.gz?dl=0 -O 20002_1414.assoc.tsv.gz	https://www.dropbox.com/s/82n25c9wm36s5e1/20002_1414.assoc.tsv.gz?dl=0
Treatment/medication code: hormonin tablet	20003_1140868458.assoc.tsv.gz	wget https://www.dropbox.com/s/foon5pjzu5tcrwf/20003_1140868458.assoc.tsv.gz?dl=0 -O 20003_1140868458.assoc.tsv.gz	https://www.dropbox.com/s/foon5pjzu5tcrwf/20003_1140868458.assoc.tsv.gz?dl=0
Age at death	40007.assoc.tsv.gz	wget https://www.dropbox.com/s/nmsinsusl58ecsk/40007.assoc.tsv.gz?dl=0 -O 40007.assoc.tsv.gz	https://www.dropbox.com/s/nmsinsusl58ecsk/40007.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: ear/vestibular disorder	20002_1415.assoc.tsv.gz	wget https://www.dropbox.com/s/z98ffvxtxrei409/20002_1415.assoc.tsv.gz?dl=0 -O 20002_1415.assoc.tsv.gz	https://www.dropbox.com/s/z98ffvxtxrei409/20002_1415.assoc.tsv.gz?dl=0
Reported occurrences of cancer	40009.assoc.tsv.gz	wget https://www.dropbox.com/s/c9oq8ulbbs8sa6c/40009.assoc.tsv.gz?dl=0 -O 40009.assoc.tsv.gz	https://www.dropbox.com/s/c9oq8ulbbs8sa6c/40009.assoc.tsv.gz?dl=0
Treatment/medication code: progynova 1mg tablet	20003_1140868460.assoc.tsv.gz	wget https://www.dropbox.com/s/5bbj2bjja8p88ob/20003_1140868460.assoc.tsv.gz?dl=0 -O 20003_1140868460.assoc.tsv.gz	https://www.dropbox.com/s/5bbj2bjja8p88ob/20003_1140868460.assoc.tsv.gz?dl=0
Treatment/medication code: vagifem 25mcg pessary	20003_1140868472.assoc.tsv.gz	wget https://www.dropbox.com/s/t214bxac8kfmbus/20003_1140868472.assoc.tsv.gz?dl=0 -O 20003_1140868472.assoc.tsv.gz	https://www.dropbox.com/s/t214bxac8kfmbus/20003_1140868472.assoc.tsv.gz?dl=0
Treatment/medication code: tibolone	20003_1140868482.assoc.tsv.gz	wget https://www.dropbox.com/s/4txn509rw1rxqdm/20003_1140868482.assoc.tsv.gz?dl=0 -O 20003_1140868482.assoc.tsv.gz	https://www.dropbox.com/s/4txn509rw1rxqdm/20003_1140868482.assoc.tsv.gz?dl=0
Treatment/medication code: trisequens tablet	20003_1140868514.assoc.tsv.gz	wget https://www.dropbox.com/s/bw3f5rcb8o4ot2v/20003_1140868514.assoc.tsv.gz?dl=0 -O 20003_1140868514.assoc.tsv.gz	https://www.dropbox.com/s/bw3f5rcb8o4ot2v/20003_1140868514.assoc.tsv.gz?dl=0
Treatment/medication code: nuvelle tablet	20003_1140868518.assoc.tsv.gz	wget https://www.dropbox.com/s/xubaderspw8lce9/20003_1140868518.assoc.tsv.gz?dl=0 -O 20003_1140868518.assoc.tsv.gz	https://www.dropbox.com/s/xubaderspw8lce9/20003_1140868518.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: chronic sinusitis	20002_1416.assoc.tsv.gz	wget https://www.dropbox.com/s/dqzbpzxpload5nk/20002_1416.assoc.tsv.gz?dl=0 -O 20002_1416.assoc.tsv.gz	https://www.dropbox.com/s/dqzbpzxpload5nk/20002_1416.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: nasal polyps	20002_1417.assoc.tsv.gz	wget https://www.dropbox.com/s/sylsk8xrwakbpdz/20002_1417.assoc.tsv.gz?dl=0 -O 20002_1417.assoc.tsv.gz	https://www.dropbox.com/s/sylsk8xrwakbpdz/20002_1417.assoc.tsv.gz?dl=0
Treatment/medication code: actonel 5mg tablet	20003_1141175690.assoc.tsv.gz	wget https://www.dropbox.com/s/06tlsgc5r0ioym2/20003_1141175690.assoc.tsv.gz?dl=0 -O 20003_1141175690.assoc.tsv.gz	https://www.dropbox.com/s/06tlsgc5r0ioym2/20003_1141175690.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: vocal cord polyp	20002_1419.assoc.tsv.gz	wget https://www.dropbox.com/s/1g4nob3c5gx7a64/20002_1419.assoc.tsv.gz?dl=0 -O 20002_1419.assoc.tsv.gz	https://www.dropbox.com/s/1g4nob3c5gx7a64/20002_1419.assoc.tsv.gz?dl=0
Treatment/medication code: brinzolamide	20003_1141176284.assoc.tsv.gz	wget https://www.dropbox.com/s/82vg1d7463ebl97/20003_1141176284.assoc.tsv.gz?dl=0 -O 20003_1141176284.assoc.tsv.gz	https://www.dropbox.com/s/82vg1d7463ebl97/20003_1141176284.assoc.tsv.gz?dl=0
Gestational diabetes only	4041.assoc.tsv.gz	wget https://www.dropbox.com/s/13hqqg93goo5o94/4041.assoc.tsv.gz?dl=0 -O 4041.assoc.tsv.gz	https://www.dropbox.com/s/13hqqg93goo5o94/4041.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: otosclerosis	20002_1420.assoc.tsv.gz	wget https://www.dropbox.com/s/pg0lxr41d3m6nup/20002_1420.assoc.tsv.gz?dl=0 -O 20002_1420.assoc.tsv.gz	https://www.dropbox.com/s/pg0lxr41d3m6nup/20002_1420.assoc.tsv.gz?dl=0
Treatment/medication code: azopt 10mg/ml eye drops	20003_1141176288.assoc.tsv.gz	wget https://www.dropbox.com/s/bscwx809zskrskj/20003_1141176288.assoc.tsv.gz?dl=0 -O 20003_1141176288.assoc.tsv.gz	https://www.dropbox.com/s/bscwx809zskrskj/20003_1141176288.assoc.tsv.gz?dl=0
Facial pains for 3+ months	4067.assoc.tsv.gz	wget https://www.dropbox.com/s/w3ihksivrzh9khx/4067.assoc.tsv.gz?dl=0 -O 4067.assoc.tsv.gz	https://www.dropbox.com/s/w3ihksivrzh9khx/4067.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: meniere's disease	20002_1421.assoc.tsv.gz	wget https://www.dropbox.com/s/abrngp8255bflvg/20002_1421.assoc.tsv.gz?dl=0 -O 20002_1421.assoc.tsv.gz	https://www.dropbox.com/s/abrngp8255bflvg/20002_1421.assoc.tsv.gz?dl=0
Treatment/medication code: fosamax 5mg tablet	20003_1141176570.assoc.tsv.gz	wget https://www.dropbox.com/s/25u5jv5tehml7rr/20003_1141176570.assoc.tsv.gz?dl=0 -O 20003_1141176570.assoc.tsv.gz	https://www.dropbox.com/s/25u5jv5tehml7rr/20003_1141176570.assoc.tsv.gz?dl=0
Diastolic blood pressure, automated reading	4079.assoc.tsv.gz	wget https://www.dropbox.com/s/94hjnyf9ml8gsjp/4079.assoc.tsv.gz?dl=0 -O 4079.assoc.tsv.gz	https://www.dropbox.com/s/94hjnyf9ml8gsjp/4079.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: cerebral aneurysm	20002_1425.assoc.tsv.gz	wget https://www.dropbox.com/s/mt7q2hab2xwdipn/20002_1425.assoc.tsv.gz?dl=0 -O 20002_1425.assoc.tsv.gz	https://www.dropbox.com/s/mt7q2hab2xwdipn/20002_1425.assoc.tsv.gz?dl=0
Treatment/medication code: celecoxib	20003_1141176662.assoc.tsv.gz	wget https://www.dropbox.com/s/tju1lzot08d6vlh/20003_1141176662.assoc.tsv.gz?dl=0 -O 20003_1141176662.assoc.tsv.gz	https://www.dropbox.com/s/tju1lzot08d6vlh/20003_1141176662.assoc.tsv.gz?dl=0
Systolic blood pressure, automated reading	4080.assoc.tsv.gz	wget https://www.dropbox.com/s/squ0citdh3fiodo/4080.assoc.tsv.gz?dl=0 -O 4080.assoc.tsv.gz	https://www.dropbox.com/s/squ0citdh3fiodo/4080.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: myocarditis	20002_1426.assoc.tsv.gz	wget https://www.dropbox.com/s/us3h95rct2safkl/20002_1426.assoc.tsv.gz?dl=0 -O 20002_1426.assoc.tsv.gz	https://www.dropbox.com/s/us3h95rct2safkl/20002_1426.assoc.tsv.gz?dl=0
Treatment/medication code: celebrex 100mg capsule	20003_1141176668.assoc.tsv.gz	wget https://www.dropbox.com/s/7g8vnorrj3qltfm/20003_1141176668.assoc.tsv.gz?dl=0 -O 20003_1141176668.assoc.tsv.gz	https://www.dropbox.com/s/7g8vnorrj3qltfm/20003_1141176668.assoc.tsv.gz?dl=0
Treatment/medication code: estracombi tts patch	20003_1140868520.assoc.tsv.gz	wget https://www.dropbox.com/s/3sfsbuqh6ma7s8o/20003_1140868520.assoc.tsv.gz?dl=0 -O 20003_1140868520.assoc.tsv.gz	https://www.dropbox.com/s/3sfsbuqh6ma7s8o/20003_1140868520.assoc.tsv.gz?dl=0
Heel bone mineral density (BMD) T-score, automated (left)	4106.assoc.tsv.gz	wget https://www.dropbox.com/s/pbjf04luilrj0bn/4106.assoc.tsv.gz?dl=0 -O 4106.assoc.tsv.gz	https://www.dropbox.com/s/pbjf04luilrj0bn/4106.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: polycystic kidney	20002_1427.assoc.tsv.gz	wget https://www.dropbox.com/s/q4bqyt8cyhkhuz6/20002_1427.assoc.tsv.gz?dl=0 -O 20002_1427.assoc.tsv.gz	https://www.dropbox.com/s/q4bqyt8cyhkhuz6/20002_1427.assoc.tsv.gz?dl=0
Treatment/medication code: celebrex 200mg capsule	20003_1141176670.assoc.tsv.gz	wget https://www.dropbox.com/s/6xxlejwpj2e2ptl/20003_1141176670.assoc.tsv.gz?dl=0 -O 20003_1141176670.assoc.tsv.gz	https://www.dropbox.com/s/6xxlejwpj2e2ptl/20003_1141176670.assoc.tsv.gz?dl=0
Treatment/medication code: testosterone product	20003_1140868532.assoc.tsv.gz	wget https://www.dropbox.com/s/yal4kabwpahzjd6/20003_1140868532.assoc.tsv.gz?dl=0 -O 20003_1140868532.assoc.tsv.gz	https://www.dropbox.com/s/yal4kabwpahzjd6/20003_1140868532.assoc.tsv.gz?dl=0
Heel bone mineral density (BMD) T-score, automated (right)	4125.assoc.tsv.gz	wget https://www.dropbox.com/s/7lxyu9xi4xz7y27/4125.assoc.tsv.gz?dl=0 -O 4125.assoc.tsv.gz	https://www.dropbox.com/s/7lxyu9xi4xz7y27/4125.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: thyroiditis	20002_1428.assoc.tsv.gz	wget https://www.dropbox.com/s/jkp0blsgrbs6kxx/20002_1428.assoc.tsv.gz?dl=0 -O 20002_1428.assoc.tsv.gz	https://www.dropbox.com/s/jkp0blsgrbs6kxx/20002_1428.assoc.tsv.gz?dl=0
Treatment/medication code: carbomers	20003_1141176732.assoc.tsv.gz	wget https://www.dropbox.com/s/uni6fzdxligp4i4/20003_1141176732.assoc.tsv.gz?dl=0 -O 20003_1141176732.assoc.tsv.gz	https://www.dropbox.com/s/uni6fzdxligp4i4/20003_1141176732.assoc.tsv.gz?dl=0
Pulse rate	4194.assoc.tsv.gz	wget https://www.dropbox.com/s/sd67c09chbdfpnh/4194.assoc.tsv.gz?dl=0 -O 4194.assoc.tsv.gz	https://www.dropbox.com/s/sd67c09chbdfpnh/4194.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: hypopituitarism	20002_1430.assoc.tsv.gz	wget https://www.dropbox.com/s/aqxg3pr6j57ugzz/20002_1430.assoc.tsv.gz?dl=0 -O 20002_1430.assoc.tsv.gz	https://www.dropbox.com/s/aqxg3pr6j57ugzz/20002_1430.assoc.tsv.gz?dl=0
Pulse wave reflection index	4195.assoc.tsv.gz	wget https://www.dropbox.com/s/01x3klm5w66u3wc/4195.assoc.tsv.gz?dl=0 -O 4195.assoc.tsv.gz	https://www.dropbox.com/s/01x3klm5w66u3wc/4195.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: cerebral palsy	20002_1433.assoc.tsv.gz	wget https://www.dropbox.com/s/q9he3k6rniqfm69/20002_1433.assoc.tsv.gz?dl=0 -O 20002_1433.assoc.tsv.gz	https://www.dropbox.com/s/q9he3k6rniqfm69/20002_1433.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: other neurological problem	20002_1434.assoc.tsv.gz	wget https://www.dropbox.com/s/6feaackhqdpqcpm/20002_1434.assoc.tsv.gz?dl=0 -O 20002_1434.assoc.tsv.gz	https://www.dropbox.com/s/6feaackhqdpqcpm/20002_1434.assoc.tsv.gz?dl=0
Pulse wave peak to peak time	4196.assoc.tsv.gz	wget https://www.dropbox.com/s/92plwkdhadrblwv/4196.assoc.tsv.gz?dl=0 -O 4196.assoc.tsv.gz	https://www.dropbox.com/s/92plwkdhadrblwv/4196.assoc.tsv.gz?dl=0
Treatment/medication code: sustanon 100 oily injection	20003_1140868538.assoc.tsv.gz	wget https://www.dropbox.com/s/sou984t8lo853x3/20003_1140868538.assoc.tsv.gz?dl=0 -O 20003_1140868538.assoc.tsv.gz	https://www.dropbox.com/s/sou984t8lo853x3/20003_1140868538.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: optic neuritis	20002_1435.assoc.tsv.gz	wget https://www.dropbox.com/s/mmbh2s7gzmo5q4z/20002_1435.assoc.tsv.gz?dl=0 -O 20002_1435.assoc.tsv.gz	https://www.dropbox.com/s/mmbh2s7gzmo5q4z/20002_1435.assoc.tsv.gz?dl=0
Average monthly red wine intake	4407.assoc.tsv.gz	wget https://www.dropbox.com/s/lzo9exry2lk10cp/4407.assoc.tsv.gz?dl=0 -O 4407.assoc.tsv.gz	https://www.dropbox.com/s/lzo9exry2lk10cp/4407.assoc.tsv.gz?dl=0
Treatment/medication code: finasteride	20003_1140868550.assoc.tsv.gz	wget https://www.dropbox.com/s/hdjepy5cc5r7cq8/20003_1140868550.assoc.tsv.gz?dl=0 -O 20003_1140868550.assoc.tsv.gz	https://www.dropbox.com/s/hdjepy5cc5r7cq8/20003_1140868550.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: headaches (not migraine)	20002_1436.assoc.tsv.gz	wget https://www.dropbox.com/s/1rphwo467qjtokc/20002_1436.assoc.tsv.gz?dl=0 -O 20002_1436.assoc.tsv.gz	https://www.dropbox.com/s/1rphwo467qjtokc/20002_1436.assoc.tsv.gz?dl=0
Average monthly champagne plus white wine intake	4418.assoc.tsv.gz	wget https://www.dropbox.com/s/zcy4ewwugdcgmz7/4418.assoc.tsv.gz?dl=0 -O 4418.assoc.tsv.gz	https://www.dropbox.com/s/zcy4ewwugdcgmz7/4418.assoc.tsv.gz?dl=0
Treatment/medication code: norethisterone	20003_1140868580.assoc.tsv.gz	wget https://www.dropbox.com/s/foy3j0zviworfl2/20003_1140868580.assoc.tsv.gz?dl=0 -O 20003_1140868580.assoc.tsv.gz	https://www.dropbox.com/s/foy3j0zviworfl2/20003_1140868580.assoc.tsv.gz?dl=0
Average monthly beer plus cider intake	4429.assoc.tsv.gz	wget https://www.dropbox.com/s/drzta5ang0zjapj/4429.assoc.tsv.gz?dl=0 -O 4429.assoc.tsv.gz	https://www.dropbox.com/s/drzta5ang0zjapj/4429.assoc.tsv.gz?dl=0
Treatment/medication code: progesterone product	20003_1140868588.assoc.tsv.gz	wget https://www.dropbox.com/s/fvwaqjtv9udjxeg/20003_1140868588.assoc.tsv.gz?dl=0 -O 20003_1140868588.assoc.tsv.gz	https://www.dropbox.com/s/fvwaqjtv9udjxeg/20003_1140868588.assoc.tsv.gz?dl=0
Average monthly spirits intake	4440.assoc.tsv.gz	wget https://www.dropbox.com/s/upp1iwlgid2usil/4440.assoc.tsv.gz?dl=0 -O 4440.assoc.tsv.gz	https://www.dropbox.com/s/upp1iwlgid2usil/4440.assoc.tsv.gz?dl=0
Average monthly fortified wine intake	4451.assoc.tsv.gz	wget https://www.dropbox.com/s/9s64ts36ga0866b/4451.assoc.tsv.gz?dl=0 -O 4451.assoc.tsv.gz	https://www.dropbox.com/s/9s64ts36ga0866b/4451.assoc.tsv.gz?dl=0
Average monthly intake of other alcoholic drinks	4462.assoc.tsv.gz	wget https://www.dropbox.com/s/qoomtwm7ozhd1rt/4462.assoc.tsv.gz?dl=0 -O 4462.assoc.tsv.gz	https://www.dropbox.com/s/qoomtwm7ozhd1rt/4462.assoc.tsv.gz?dl=0
